bgrp,WVT_Pop,WVT_Pct
420035253001,0,0.0
420035253002,0,0.0
420035261011,1,0.129999995232
420035261012,180,7.0
420035261013,1,0.0399999991059
420035261014,84,7.94999980927
420035261021,259,12.220000267
420035262011,10,0.800000011921
420035262012,8,0.330000013113
420035262021,0,0.0
420035262022,50,1.88999998569
420035262023,0,0.0
420035263011,0,0.0
420035263012,27,1.12999999523
420035263021,6,0.310000002384
420035263022,7,0.649999976158
420035263023,28,2.29999995232
420035263024,12,1.13999998569
420035509001,4,0.490000009537
420035509002,0,0.0
420035512001,5,0.460000008345
420035512002,0,0.0
420035512003,0,0.0
420035513001,13,1.37000000477
420035513002,5,0.34999999404
420035519001,0,0.0
420035519002,200,22.8799991608
420035520001,0,0.0
420035520002,0,0.0
420035520003,0,0.0
420035520004,0,0.0
420035521001,12,1.58000004292
420035521002,25,3.61999988556
420035522001,6,0.550000011921
420035523001,0,0.0
420035523002,0,0.0
420035523003,0,0.0
420035524001,0,0.0
420035524002,3,0.310000002384
420035524003,50,3.6099998951
420035604001,0,0.0
420035604002,0,0.0
420035605001,0,0.0
420035605002,0,0.0
420035606001,4,0.819999992847
420035606002,2,0.340000003576
420035610001,0,0.0
420035610002,0,0.0
420035611001,0,0.0
420035612001,0,0.0
420035612002,0,0.0
420035614001,0,0.0
420035614002,0,0.0
420035614003,7,0.629999995232
420035614004,0,0.0
420035615001,0,0.0
420035615002,0,0.0
420035615003,0,0.0
420035616001,5,2.04999995232
420035616002,0,0.0
420035616003,0,0.0
420035616004,0,0.0
420035617001,0,0.0
420035617002,0,0.0
420035619001,0,0.0
420035619002,0,0.0
420035620001,61,4.46000003815
420035620002,22,1.87999999523
420035620003,0,0.0
420035623001,0,0.0
420035623002,5,0.699999988079
420035623003,0,0.0
420035623004,0,0.0
420035623005,0,0.0
420035623006,0,0.0
420035624001,0,0.0
420035624002,0,0.0
420035624003,0,0.0
420035624004,0,0.0
420035624005,0,0.0
420035625001,0,0.0
420035625002,0,0.0
420035625003,0,0.0
420035625004,0,0.0
420035626001,0,0.0
420035626002,0,0.0
420035626003,0,0.0
420035626004,0,0.0
420035627001,1,0.219999998808
420035627002,64,6.86000013351
420035628001,0,0.0
420035628002,5,0.490000009537
420035629001,1,0.159999996424
420035629002,9,2.49000000954
420035629003,0,0.0
420035630001,50,4.98999977112
420035630002,0,0.0
420035630003,0,0.0
420035630004,0,0.0
420035631001,10,1.00999999046
420035631002,7,0.340000003576
420035631003,1,0.209999993443
420035632001,14,4.61999988556
420035632002,1,0.10000000149
420035632003,17,1.48000001907
420035633001,10,1.55999994278
420035633002,6,0.740000009537
420035638001,0,0.0
420035638002,1,0.0500000007451
420035638003,0,0.0
420035638004,0,0.0
420035638005,2,0.370000004768
420035638006,0,0.0
420035639001,0,0.0
420035639002,6,0.479999989271
420035639003,4,0.449999988079
420035639004,0,0.0
420035640002,0,0.0
420035640003,0,0.0
420035641001,0,0.0
420035641002,0,0.0
420035642001,0,0.0
420035642002,1,0.109999999404
420035642003,3,0.319999992847
420035644001,14,1.42999994755
420035644002,0,0.0
420035644003,5,0.5
420035644004,49,3.93000006676
420035644005,1,0.170000001788
420035644006,0,0.0
420035644007,2,3.70000004768
420035645001,22,1.40999996662
420035645002,39,3.47000002861
420035645003,1,0.189999997616
